id,calculated_host_listings_count,availability_365,host_response_rate_num,room_type_code,host_response_time_code,standardization_score,neighborhood_impact_score
47883631,816,256,87.0,2,2,0,0
48312772,1,358,100.0,2,1,0,0
48321731,816,151,87.0,2,2,1,-1
48580136,10,297,98.0,2,1,0,0
48456686,1,3,100.0,2,0,1,1
48524439,1,332,100.0,2,0,1,-1
48991765,1,257,,2,,0,0
49243011,1,18,100.0,2,1,1,0
49284509,1,0,,2,,-1,-1
49294007,2,291,90.0,2,1,1,1
49312155,9,321,100.0,2,0,-1,-1
49436532,816,105,87.0,2,2,0,0
49645511,1,109,,2,,1,1
49482216,9,335,100.0,2,0,0,0
49494705,45,322,100.0,2,0,-1,-1
49495119,45,321,100.0,2,0,1,-1
49540507,2,328,100.0,2,0,0,0
49672364,1,0,,2,,0,0
49879027,1,0,,2,,0,0
49763806,2,130,100.0,2,0,0,0
49892396,1,352,100.0,2,0,0,0
49791342,1,154,,2,,1,1
49792053,1,358,,1,,0,0
50023100,2,154,90.0,2,1,1,1
50039835,4,0,,2,,1,1
50040290,91,107,,2,,0,0
50041386,74,6,58.0,2,2,0,0
50045844,4,256,100.0,2,0,-1,-1
50142453,141,24,100.0,2,0,1,-1
50145416,2,0,100.0,2,2,0,0
50166539,2,323,90.0,2,1,1,1
50278785,11,286,100.0,2,0,0,0
50299887,1,0,,2,,1,1
50114813,1,0,100.0,2,0,1,1
50316800,1,0,,2,,1,1
50316920,1,0,,2,,0,0
50323726,816,77,87.0,2,2,-1,1
50325789,1,0,,2,,-1,-1
50227110,2,272,25.0,2,3,-1,-1
50539312,216,133,98.0,2,0,-1,-1
50244284,1,243,100.0,2,1,-1,-1
50584974,216,130,98.0,2,0,1,1
50586393,216,163,98.0,2,0,-1,-1
50586394,216,148,98.0,2,0,-1,-1
50669580,216,143,98.0,2,0,0,0
50669581,216,129,98.0,2,0,1,1
50669582,216,126,98.0,2,0,0,-1
50669584,216,129,98.0,2,0,1,1
50669585,216,162,98.0,2,0,1,1
50669586,216,155,98.0,2,0,0,0
50669587,216,151,98.0,2,0,0,0
50669588,216,147,98.0,2,0,1,1
50669589,216,129,98.0,2,0,1,1
50586396,216,127,98.0,2,0,1,1
50586397,216,116,98.0,2,0,-1,-1
50587634,216,145,98.0,2,0,0,0
50588644,7,0,,2,,1,1
50588801,216,150,98.0,2,0,1,1
50689000,816,183,87.0,2,2,1,1
50631256,1,0,,2,,1,1
50633646,170,193,95.0,2,0,1,1
50873378,1,337,100.0,2,2,1,1
50891362,2,109,100.0,2,0,1,1
50724909,1,0,,2,,1,1
50825695,45,317,,2,,1,1
50929468,816,236,87.0,2,2,1,1
50929627,816,44,87.0,2,2,-1,-1
50950812,2,0,93.0,2,0,0,0
50841941,1,311,89.0,2,2,-1,-1
50841970,216,148,98.0,2,0,-1,-1
50860540,1,0,100.0,2,1,1,1
50864901,1,227,100.0,2,0,-1,-1
50870648,216,121,98.0,2,0,-1,-1
50975353,1,322,,2,,0,-1
51052578,19,194,98.0,2,0,0,0
51184645,7,354,100.0,1,0,-1,-1
50998369,7,24,100.0,2,0,-1,-1
51012299,1,339,100.0,2,0,1,1
51297160,3,42,100.0,2,0,1,1
51220692,2,4,100.0,2,0,0,0
51275580,1,27,100.0,2,0,1,1
51426240,27,304,100.0,1,0,-1,-1
51426246,27,324,100.0,1,0,-1,-1
51426411,27,6,100.0,1,0,0,-1
51427221,27,330,100.0,1,0,1,1
51424556,27,203,100.0,1,0,1,1
51425526,27,188,100.0,1,0,0,0
51425816,27,334,100.0,1,0,-1,-1
51487311,27,281,100.0,1,0,1,1
51864795,3,333,100.0,2,0,1,1
51867525,3,319,100.0,2,0,1,1
51976187,19,124,98.0,2,0,0,0
52092593,1,83,0.0,2,3,-1,-1
52020773,19,214,98.0,2,0,1,1
52045346,2,353,100.0,2,0,0,0
52119386,1,254,,2,,-1,-1
52158439,90,287,74.0,2,2,1,-1
52295040,170,0,95.0,2,0,1,1
52302713,1,134,100.0,1,1,-1,1
52312570,6,156,,2,,1,1
52484092,130,160,58.0,2,2,-1,-1
52187330,1,287,83.0,1,0,1,1
52527045,1,0,,2,,-1,-1
52611091,68,158,65.0,2,2,1,1
52398023,816,183,87.0,2,2,1,1
52667937,74,143,58.0,2,2,-1,-1
52733392,2,198,100.0,2,0,0,0
52932109,74,0,58.0,2,2,0,0
52734379,2,208,100.0,2,0,0,0
52847450,4,346,,1,,-1,0
52867429,816,82,87.0,2,2,-1,-1
52979478,816,0,87.0,2,2,0,0
52980501,1,303,100.0,2,0,1,1
52873137,1,0,,1,,1,1
53133307,1,90,100.0,2,1,0,0
53247344,2,106,80.0,1,1,1,1
53063280,72,170,100.0,2,0,1,1
53285560,141,185,100.0,2,0,-1,-1
53211817,1,318,100.0,2,0,-1,-1
53285892,141,26,100.0,2,0,-1,-1
53380893,1,13,100.0,2,0,1,1
53541758,1,364,100.0,2,0,0,0
53394821,370,363,100.0,2,0,-1,-1
53397381,11,242,87.0,1,0,0,0
53360600,1,86,100.0,2,0,1,1
53437645,2,364,,2,,0,0
53437661,2,364,,2,,-1,0
53581369,9,18,80.0,2,0,-1,-1
53661721,3,320,90.0,2,0,1,1
53600755,19,204,98.0,2,0,-1,-1
53696088,2,256,100.0,2,0,0,0
53962502,19,198,98.0,2,0,1,1
53754624,9,17,80.0,2,0,-1,-1
54119165,1,0,,2,,0,-1
53847371,1,281,90.0,2,1,0,0
54010330,141,155,100.0,2,0,-1,-1
53859164,4,342,,1,,-1,-1
54138395,25,118,100.0,2,0,0,0
54015710,2,365,86.0,2,1,-1,-1
53862997,41,100,99.0,2,0,-1,-1
54154280,4,348,,1,,0,-1
54154430,4,312,,1,,0,0
54182401,1,0,,2,,1,1
54203417,2,228,100.0,2,1,-1,-1
54349151,147,202,88.0,2,2,1,1
54349174,147,147,88.0,2,2,1,1
54349307,147,128,88.0,2,2,0,0
54349372,147,196,88.0,2,2,-1,-1
537911236635650631,2,296,100.0,2,1,1,1
54377619,147,170,88.0,2,2,1,1
54403819,1,329,100.0,2,1,0,0
544689154599380412,816,167,87.0,2,2,0,0
546802174083939186,213,268,99.0,2,0,-1,-1
557003420895976573,72,115,100.0,2,0,1,1
553367653211973652,24,271,100.0,2,0,0,0
554056297721156952,2,0,,2,,-1,-1
557666965527815701,1,98,100.0,2,0,0,0
548982981921835287,816,314,87.0,2,2,-1,-1
549052512511151140,11,198,87.0,1,0,0,0
555524661246894300,1,220,100.0,2,2,1,1
549688038849272914,816,353,87.0,2,2,0,0
562789490133248681,1,20,100.0,2,0,0,-1
562908323845309613,6,156,,2,,-1,-1
560034382465427800,8,86,100.0,2,0,0,0
567270003568711651,3,255,90.0,2,0,-1,-1
567749322286572095,2,111,,1,,0,0
572171632862002472,6,0,0.0,1,3,0,0
572178914113188935,6,0,0.0,1,3,-1,-1
572183682320481308,6,0,0.0,1,3,1,1
572187223283589501,6,0,0.0,1,3,-1,-1
572190865843763174,6,0,0.0,1,3,0,0
568123020306704686,1,0,100.0,2,1,1,1
564890107878241104,2,111,,1,,0,0
572902783413603793,1,227,90.0,2,0,0,0
565095645322286011,1,319,100.0,2,0,1,1
569960394887398431,1,1,100.0,2,0,1,1
570410754764554083,1,257,,2,,0,0
575136553861098003,191,332,99.0,2,0,0,0
571760104790972356,1,78,100.0,2,1,1,1
576653956457056389,4,328,100.0,2,0,0,0
578776975207497479,147,144,88.0,2,2,1,1
579008795016151227,63,211,97.0,2,1,-1,-1
582339864607604447,8,198,100.0,2,0,-1,-1
579440595491945647,816,12,87.0,2,2,-1,-1
579608614231778339,1,0,,2,,0,0
579682727934965644,1,205,,1,,1,1
586820414438980738,19,200,98.0,2,0,1,1
587413646189914392,816,50,87.0,2,2,-1,-1
587703105378843795,1,0,,2,,-1,-1
587749873623206933,1,0,86.0,2,2,1,1
590967392647940686,2,0,,2,,0,0
585351531933912781,8,159,87.0,2,2,0,0
594085327971871480,1,7,100.0,2,1,-1,0
594179991671724995,1,0,,2,,1,1
594472545867051694,4,288,100.0,2,0,0,1
591901076019570859,1,0,,2,,1,1
595297179397840943,4,329,100.0,2,0,0,0
603358803923399963,2,157,100.0,2,0,0,0
603470649331945460,45,309,,2,,1,1
603475427410256345,45,330,,2,,1,-1
603511530853226927,1,230,80.0,2,1,0,0
604197295774689485,1,209,100.0,2,0,0,0
604309922107973799,1,46,100.0,2,0,1,1
607805133256605141,1,341,70.0,2,1,-1,-1
601146978123068798,1,0,100.0,2,1,0,0
609106640789714412,10,286,100.0,2,0,0,0
609112785666527042,10,321,100.0,2,0,0,0
609123994045629323,1,324,100.0,2,0,1,1
615720179683430403,1,0,,2,,1,1
612990386232201151,1,157,,2,,-1,-1
609894265082721185,816,28,87.0,2,2,-1,-1
613522230361672646,19,194,98.0,2,0,-1,-1
622491835401149232,1,0,,1,,-1,-1
624714016439758208,20,365,0.0,2,3,1,1
619918231054718987,1,350,67.0,2,2,1,1
624375807769691493,1,169,0.0,2,3,1,-1
630424408480809604,1,285,100.0,1,0,1,1
633816909319451460,816,0,87.0,2,2,1,1
632473658469819873,1,298,100.0,1,0,-1,-1
632556268135822438,1,241,100.0,2,2,-1,-1
634328089288836753,1,0,,2,,-1,-1
632987221939089367,1,292,100.0,2,0,-1,-1
633008082610755252,1,285,100.0,2,0,-1,-1
637589142815041368,1,0,,2,,1,1
638155483170218263,816,226,87.0,2,2,0,0
639541059848241495,74,0,58.0,2,2,1,1
639725043752631615,12,72,100.0,2,0,-1,-1
639725654120558820,12,73,100.0,2,0,0,0
639739501677735477,1,0,,2,,0,0
642100347544926835,20,365,0.0,2,3,1,-1
644037299742822649,1,0,100.0,2,0,0,0
643133749958769882,1,42,100.0,2,0,1,-1
640476038868176116,1,337,100.0,2,1,1,1
641035013393922812,816,9,87.0,2,2,0,0
644785176419646761,19,198,98.0,2,0,0,0
649223800156661385,184,0,100.0,2,0,1,1
649225829419588357,1,0,100.0,2,0,-1,-1
649259112633453785,1,51,100.0,2,1,-1,-1
651054653562096477,2,0,,2,,0,0
648098562183748330,4,0,100.0,2,0,-1,-1
649965505741306628,184,0,100.0,2,0,1,1
650087875508913637,2,0,100.0,2,1,1,1
652604214846443684,72,180,100.0,2,0,1,1
653292371887242169,121,339,100.0,2,0,1,0
655017881750608019,2,0,,1,,1,1
652853693894006739,1,0,,2,,0,1
655680644471425734,1,4,100.0,2,1,0,0
655701525771992963,1,0,100.0,2,0,-1,1
654245362735026734,57,5,99.0,2,0,-1,-1
660540155758373136,2,332,100.0,2,0,-1,0
660583102865952289,2,349,96.0,2,0,0,0
661697087465562276,3,25,100.0,1,0,0,0
662287561261884028,1,0,,2,,1,1
663701464381827824,1,0,,2,,0,0
661266782980850337,1,295,100.0,2,1,0,0
664127343314586001,1,244,100.0,2,0,-1,-1
663451670099707728,204,2,100.0,2,0,1,1
664373418755352725,121,306,100.0,2,0,-1,0
666345413674172297,1,225,,2,,0,0
666588553177238830,1,89,0.0,2,3,0,0
668606060803962851,816,86,87.0,2,2,1,1
669439142362283842,3,19,100.0,1,0,0,0
669616090408633462,3,345,82.0,2,0,-1,0
672275691398554695,1,325,100.0,2,0,-1,-1
674525284050712019,816,288,87.0,2,2,-1,-1
674527854171381537,816,288,87.0,2,2,1,1
673506298244253119,20,365,0.0,2,3,-1,-1
675161071608677177,1,351,100.0,2,0,-1,0
676011457810393847,10,297,100.0,2,0,1,1
681238783413663479,1,192,100.0,2,0,-1,-1
679610328085922064,1,0,,2,,-1,-1
679765220770789631,1,256,,2,,0,0
678031721758706407,1,263,100.0,2,2,1,1
682378065692237912,2,113,100.0,2,2,-1,-1
678807472996794580,130,364,58.0,2,2,0,-1
683652416196198857,1,0,,2,,-1,-1
696337740842692256,1,64,0.0,2,3,0,0
696433710614210796,1,0,,2,,0,0
690962973642108786,8,358,100.0,2,0,0,0
699701349236371561,3,42,90.0,2,0,0,-1
699794573984577195,141,38,100.0,2,0,1,1
699893433427628983,24,228,100.0,2,0,-1,-1
699903402199525432,1,56,100.0,2,1,-1,-1
700013667948229865,2,270,,2,,-1,-1
700451488403848331,816,247,87.0,2,2,1,1
698284013611863410,1,0,,2,,1,1
704882310032960061,8,242,100.0,2,0,0,0
705613085667520572,1,260,100.0,2,0,-1,-1
708541033902709139,2,228,100.0,2,0,-1,-1
705725179597168369,1,0,,2,,1,1
708696934541528736,1,66,100.0,2,0,-1,-1
706362020212859647,121,288,100.0,2,0,1,1
715737903469693967,816,311,87.0,2,2,1,1
714374784329587828,1,274,100.0,2,0,1,1
719759965612476480,8,332,100.0,2,0,0,0
720760305504868291,816,14,87.0,2,2,-1,-1
723195920934451055,2,67,100.0,2,2,1,1
721626584139109180,1,267,100.0,2,0,1,1
722051190960014088,1,11,,2,,-1,-1
724426464229666914,8,304,100.0,2,0,-1,-1
722296136152789636,816,271,87.0,2,2,1,1
729563804746839275,816,323,87.0,2,2,-1,-1
724426696740976326,8,318,100.0,2,0,-1,-1
724515188109588042,8,325,100.0,2,0,1,1
724515900985562047,8,318,100.0,2,0,1,1
726870524936394762,1,322,100.0,2,1,1,1
730890492848738719,38,297,100.0,2,1,1,1
731570159400385684,121,283,100.0,2,0,1,1
731633698295569011,2,273,90.0,2,2,0,0
732438559316139822,1,353,100.0,2,0,1,1
740345850185213356,816,45,87.0,2,2,0,0
735371592298899272,816,299,87.0,2,2,1,1
735372182269438130,816,57,87.0,2,2,-1,-1
741110433896636373,1,287,100.0,2,2,1,1
737549916590697908,17,323,100.0,2,0,1,1
745339779721359510,1,364,0.0,2,3,1,1
746844976877854606,72,134,100.0,2,0,1,1
746942750241540059,102,323,100.0,2,0,-1,-1
747508290570310998,1,0,,2,,1,1
746169726928519064,816,187,87.0,2,2,1,1
753734139316526455,1,362,100.0,2,0,0,0
748405036862816469,1,344,100.0,2,0,-1,-1
757006261289754678,19,205,98.0,2,0,1,1
755629329898504904,1,229,100.0,2,1,1,1
752839815899245165,816,62,87.0,2,2,0,0
760764897055494968,1,88,,2,,1,1
759236089021870532,21,274,100.0,2,0,-1,0
764383276871030094,2,86,100.0,1,0,0,0
759411827218878059,1,241,,2,,-1,-1
759486370299691742,1,0,,2,,0,0
759814463939516907,17,320,99.0,2,0,1,1
759893168607104994,816,137,87.0,2,2,0,0
759947066122822685,1,154,100.0,2,0,0,0
762212452799380414,1,365,33.0,2,3,-1,-1
760562936480548105,1,83,,2,,1,1
760690417963220848,1,365,,2,,-1,-1
762764568237026197,102,356,100.0,2,0,-1,-1
766068877887885144,1,317,,2,,0,0
766451010623638723,8,189,100.0,2,0,0,0
769631835696698592,1,141,100.0,2,0,1,1
769635759399229938,3,0,100.0,2,0,-1,0
772194948353446848,2,122,100.0,2,0,1,1
767253119023489333,3,0,100.0,2,0,0,0
770861435470699476,141,189,100.0,2,0,0,0
770909556109508425,1,3,100.0,2,0,0,0
773017821414890396,102,257,100.0,2,0,-1,-1
775106910764993509,24,283,100.0,2,0,0,0
775141641231531811,816,2,87.0,2,2,1,0
771628855861889457,1,51,100.0,2,0,1,1
777426730476908886,141,201,100.0,2,0,1,1
775471514020885727,1,257,89.0,2,1,0,0
775851061709846190,2,30,90.0,2,1,0,0
778209219542952721,184,310,100.0,2,0,-1,-1
780299593956046729,10,352,100.0,1,0,1,1
780320543842855948,10,309,100.0,1,0,1,1
783103567374543489,2,332,100.0,2,0,0,0
780370810752980181,1,256,100.0,2,1,0,0
780810113266375938,17,333,99.0,2,0,-1,-1
784542648305499057,1,329,100.0,2,1,1,1
784588373815107000,1,120,100.0,2,2,0,0
781063712385618792,10,359,100.0,1,0,1,1
785196315598141365,7,197,100.0,2,0,-1,-1
785196638689240384,7,123,100.0,2,0,0,0
785231403883174717,35,343,97.0,2,0,-1,-1
788158129590484737,12,0,,2,,-1,-1
785413882262801110,1,363,100.0,2,2,0,0
781707833021872770,191,347,99.0,2,0,1,1
781718655481904172,10,363,100.0,1,0,-1,-1
788877238832566408,184,346,100.0,2,0,1,1
781798727486146434,191,333,99.0,2,0,0,0
781826676568017955,191,333,99.0,2,0,-1,-1
786064742716089526,7,0,100.0,2,0,-1,-1
782273812156010821,141,152,100.0,2,0,1,1
795678146329022565,1,38,90.0,2,1,1,1
791073770922564191,141,29,100.0,2,0,0,0
791093758987296222,816,318,87.0,2,2,1,1
791094074203356108,816,4,87.0,2,2,-1,-1
796285450784864268,121,298,100.0,2,0,1,1
798388265960985316,191,344,99.0,2,0,-1,-1
798472039250293596,72,149,100.0,2,0,1,1
800518279132466259,90,137,74.0,2,2,1,1
797591065256962888,816,231,87.0,2,2,1,1
794839404399161497,1,0,,2,,0,0
798083447697347821,20,330,99.0,2,0,0,0
802034124779488937,1,198,,2,,1,1
804893071764478309,141,171,100.0,2,0,-1,0
804895881583352679,141,165,100.0,2,0,-1,1
802800108705598321,1,73,100.0,2,0,0,0
803434049500227601,816,121,87.0,2,2,-1,-1
803447247306151603,8,270,53.0,2,2,-1,-1
803529530321481156,34,365,100.0,2,0,-1,-1
805562839898129709,1,0,100.0,2,0,1,1
805568624775583693,816,252,87.0,2,2,-1,0
810814366118933094,1,89,80.0,2,1,1,1
806382489927086942,816,123,87.0,2,2,-1,1
810930948003604049,184,183,100.0,2,0,1,1
810525409617457121,141,27,100.0,2,0,-1,-1
810527173249395177,141,159,100.0,2,0,-1,-1
812067787596889864,184,72,100.0,2,0,0,0
815107721272549973,141,1,100.0,2,0,0,0
812781936175701951,191,317,99.0,2,0,0,0
813488455941566469,17,1,100.0,2,0,0,0
815724638149939299,1,287,100.0,2,2,0,-1
820815190092854348,16,18,100.0,2,0,1,1
820839413880675094,1,0,,2,,1,1
820891094040513104,184,325,100.0,2,0,1,1
819356501400414108,2,37,100.0,1,0,1,0
821024264261852449,1,31,100.0,2,0,1,-1
821794186849823293,1,0,,2,,-1,-1
826012018596641875,9,302,70.0,2,2,-1,-1
826021235062749383,9,211,70.0,2,2,1,1
823003790586749286,9,225,70.0,2,2,-1,-1
828024213535172679,1,0,100.0,2,0,1,1
828704093738451504,191,314,99.0,2,0,-1,-1
825254136385313076,141,27,100.0,2,0,-1,-1
828806125439840435,2,257,100.0,2,0,0,0
825318582125633053,1,333,100.0,2,0,1,1
833819776854551879,816,349,87.0,2,2,1,1
833891773941567587,2,302,100.0,2,0,0,0
831812034691323453,36,353,100.0,2,0,1,1
833963940349663276,1,129,100.0,2,0,1,1
836225424270714553,1,28,100.0,1,0,-1,-1
836377618882544002,1,359,,2,,1,1
834700817643534202,1,0,,2,,-1,-1
838359182871426881,88,352,100.0,2,0,0,0
838077290955796522,1,0,,2,,1,1
839058298538243468,816,253,87.0,2,2,0,0
836001367758719158,370,363,100.0,2,0,0,0
839088492136073420,816,0,87.0,2,2,1,1
840029186675543399,45,317,100.0,2,0,0,0
843963474107060062,1,364,0.0,2,3,-1,0
844184037198111589,39,0,,2,,1,1
844835989604812672,1,364,,1,,0,1
846396756841886470,8,0,100.0,2,0,1,1
843285929473283667,141,21,100.0,2,0,-1,-1
846888252943970930,2,330,100.0,2,0,1,1
849019376663257314,1,148,100.0,2,1,-1,-1
846074261719011686,141,203,100.0,3,0,0,0
846106092026929203,141,211,100.0,3,0,-1,-1
849194575704480901,1,319,86.0,2,1,-1,-1
849207656793472667,1,238,100.0,2,0,-1,-1
846302984418125038,1,329,100.0,2,0,-1,-1
846333585388413037,816,0,87.0,2,2,-1,-1
851251124399620860,45,339,100.0,2,0,1,1
848250717759584724,141,180,100.0,2,0,0,-1
853564624762144430,130,0,58.0,2,2,-1,-1
850565514025574086,1,116,100.0,2,0,0,0
852253666244099746,2,302,100.0,2,0,1,1
854961686798811645,1,0,,2,,-1,-1
857133331497118311,2,303,100.0,2,0,1,1
862088537331348366,184,311,100.0,2,0,-1,-1
862693097946869183,7,211,100.0,2,0,1,1
864221655004392109,816,134,87.0,2,2,1,1
865151341589622993,8,86,100.0,2,0,-1,-1
865356903334667101,1,364,100.0,2,0,1,-1
865568106246466795,1,315,80.0,2,1,1,1
869939006432631264,1,358,,2,,0,0
867836796209794699,1,362,,2,,0,0
868901507282533721,1,334,100.0,2,0,1,1
872393931062062559,1,363,,2,,-1,-1
873036682394057906,184,285,100.0,2,0,1,1
877330401541154103,1,141,,2,,-1,-1
873768524569941961,816,322,87.0,2,2,-1,-1
877407922851271067,1,364,0.0,1,3,0,0
874378299397672780,3,38,100.0,2,0,-1,-1
876615834871596848,1,344,100.0,2,0,1,1
876748160245975676,816,306,87.0,2,2,-1,-1
875197437012178890,1,358,,2,,-1,-1
878790590090478974,19,206,98.0,2,0,1,1
883075826868342142,184,339,100.0,2,0,1,1
883184361851824307,4,364,91.0,2,0,0,0
883220613397314884,1,0,,2,,0,0
880334543745102572,2,253,88.0,2,0,0,-1
883918098199104705,204,71,100.0,2,0,1,0
880935100351800108,1,364,100.0,2,2,0,0
882573764788327503,1,0,,2,,0,1
884979337938327073,1,278,100.0,2,0,1,1
886938154708846257,3,0,100.0,2,0,0,-1
888342921024993283,816,86,87.0,2,2,1,1
888346134223058423,1,263,,2,,-1,-1
888353688241733256,1,253,100.0,2,0,1,1
888876043391394201,102,0,100.0,2,0,0,0
889041660577625624,816,252,87.0,2,2,0,0
889449004209222595,141,197,100.0,2,0,-1,-1
889452204667064871,141,175,100.0,2,0,1,1
891724075591388590,141,208,100.0,2,0,-1,-1
892656108899693459,4,0,,2,,-1,-1
891890573978479212,370,363,100.0,2,0,-1,-1
896049366158088395,141,171,100.0,2,0,-1,-1
894195568126767283,1,0,,2,,-1,-1
896983625995369577,63,0,97.0,2,1,1,1
894550451533341531,816,71,87.0,2,2,0,0
898188166818711715,141,203,100.0,2,0,1,1
897596576297202866,141,177,100.0,2,0,1,1
899860791660608217,816,263,87.0,2,2,1,1
901876468014794306,1,0,,2,,-1,-1
900112514141768432,1,105,80.0,2,1,1,1
902903028856610536,2,220,100.0,1,0,1,1
902908524680713491,1,153,100.0,2,1,0,-1
902639227286931617,68,108,99.0,2,0,0,1
905425604618421844,1,132,100.0,2,0,0,0
905898589470746536,2,0,,2,,1,1
906986282915913529,141,164,100.0,2,0,0,0
909079293306519762,1,121,100.0,2,1,0,0
907853593710998463,816,268,87.0,2,2,1,1
907921757183609134,144,313,99.0,2,0,-1,-1
907922174138736701,144,199,99.0,2,0,1,1
907122193125782075,1,5,100.0,2,1,0,0
909284672025773271,204,314,100.0,2,0,0,0
908536135826110615,1,0,,2,,0,0
910770584003097513,1,290,0.0,2,3,1,1
911583515307034468,1,333,83.0,2,1,1,1
912399194475014789,1,275,90.0,2,0,1,1
913477855231933260,9,0,100.0,1,2,1,1
912817556797207356,1,0,,2,,1,1
913667950492276792,1,363,100.0,2,1,1,1
912985223348227632,1,345,50.0,2,2,0,0
914268345246049169,1,92,,2,,1,1
915247292847004443,1,326,100.0,2,0,0,0
914454250317961060,1,311,,2,,-1,0
914480909370008144,9,0,100.0,1,2,0,0
917160655858488271,370,362,100.0,2,0,-1,-1
918479928915597638,141,172,100.0,2,0,1,1
919134397884762597,5,339,100.0,2,0,0,0
920147156101311092,1,110,100.0,2,0,0,1
919461237306903143,34,364,100.0,2,0,-1,0
920251430064011022,2,357,100.0,2,2,0,0
920664076539937031,1,287,,2,,0,0
922512409271527679,1,0,,2,,-1,0
922940383653511073,1,312,100.0,2,0,1,1
921839075341763361,1,0,,2,,0,0
921885080905050744,1,100,100.0,2,0,0,0
922127423561328824,1,243,100.0,2,0,1,1
921480763738769152,1,15,100.0,2,0,0,0
922188021148815743,4,129,100.0,2,0,0,0
923810158115492199,170,1,95.0,2,0,-1,-1
923882719762889326,1,0,,2,,1,1
924689498880958117,30,363,100.0,1,0,1,1
924376904114902386,1,0,100.0,2,1,0,-1
924422302711045840,816,44,87.0,2,2,-1,-1
924694887837969949,30,363,100.0,1,0,-1,-1
924507470266597721,30,363,100.0,1,0,1,1
924515540750601306,30,363,100.0,1,0,0,0
924518093269942093,30,363,100.0,1,0,0,0
924522212562513038,30,363,100.0,1,0,0,0
925168860519759805,15,122,94.0,2,0,0,0
927442714134522409,27,312,100.0,2,0,1,1
927446386011988076,1,222,100.0,2,2,0,0
928110081395286090,42,0,99.0,2,0,0,0
928660449158764063,1,0,,2,,0,0
928677990348151272,1,255,,2,,1,1
928710764219519051,21,0,100.0,2,0,0,-1
929631223197428026,1,0,,2,,1,1
928791589150668211,1,327,100.0,2,1,-1,-1
931528906366695528,4,145,100.0,1,0,0,0
929051591099740686,9,0,100.0,1,2,1,1
930276174153954692,816,256,87.0,2,2,0,0
931664415774263335,4,63,100.0,2,0,1,1
930412706310909315,1,169,100.0,2,1,-1,-1
933403704344803517,1,311,100.0,2,0,-1,-1
932329366399776521,184,281,100.0,2,0,0,0
933073354737661076,1,89,,2,,1,1
933075021966201204,1,0,,2,,-1,0
933981264360510219,9,72,75.0,2,2,1,1
934183647081340871,9,109,75.0,2,2,1,1
936986500009216462,1,0,,2,,0,0
938755713578942783,48,352,100.0,2,0,0,0
938049662017568099,27,0,100.0,2,0,-1,-1
940197351771105098,141,151,100.0,2,0,0,0
941094806887538005,1,331,86.0,2,1,1,-1
942658514272912430,7,4,100.0,2,0,1,1
943159436056741835,8,0,100.0,2,0,0,0
941916716347152591,1,0,,2,,1,1
940632212130748087,20,334,99.0,2,0,-1,-1
941941617068409269,1,238,0.0,2,3,1,1
942164304571647876,1,0,,1,,1,1
942540444891050230,1,61,,2,,1,1
942584402035964285,42,2,99.0,2,0,1,1
944712307935341000,1,87,,2,,0,0
944734114370379090,184,342,100.0,2,0,0,0
945367276777593130,184,316,100.0,2,0,1,1
947596347782398533,1,14,33.0,2,3,-1,0
947654347006331699,184,314,100.0,2,0,0,0
946851359449518592,1,244,100.0,2,2,1,0
946857115029059017,2,0,100.0,1,1,1,1
947672468241570718,184,346,100.0,2,0,-1,-1
945553467447191945,1,0,,2,,-1,-1
945590753380537193,19,185,98.0,2,0,-1,-1
945600815997104634,184,298,100.0,2,0,1,1
945627995422223283,184,330,100.0,2,0,0,0
945633953209567546,1,88,0.0,1,3,0,0
947756033228756578,184,304,100.0,2,0,-1,-1
947015625416539648,1,0,,2,,1,0
947162190389669312,1,364,0.0,1,3,0,0
947178212519767133,184,302,100.0,2,0,0,0
949001222425164317,184,326,100.0,2,0,0,1
948287744148954795,1,0,,2,,1,1
949151210347007343,184,338,100.0,2,0,1,1
950491044044564855,184,316,100.0,2,0,1,1
950681915671566956,1,332,90.0,2,2,-1,-1
949787888103051836,1,256,0.0,2,3,0,0
952683343153866017,1,68,100.0,2,2,1,1
952779133025434602,1,362,,2,,1,1
952922603477929712,9,350,100.0,2,1,-1,-1
952923779914180344,1,253,100.0,2,0,1,1
951385513261703755,2,11,70.0,2,0,-1,-1
951452665083622518,1,0,,2,,1,1
951932339299503749,1,0,,2,,-1,-1
954104853456855150,184,347,100.0,2,0,1,0
954308833417956705,1,71,100.0,2,0,-1,-1
953647778797008136,1,12,100.0,2,2,-1,-1
955672338684509652,1,365,,2,,-1,1
957843488302818100,102,286,100.0,2,0,-1,-1
955823035758139521,1,124,,2,,-1,-1
955824397031835365,1,215,100.0,2,2,0,0
956988008660773887,19,317,98.0,2,0,0,0
960065623456634691,130,0,58.0,2,2,-1,-1
961485706702571027,1,358,,2,,-1,1
960610723849925999,1,265,,2,,-1,-1
962317856195697078,1,0,,1,,-1,-1
964175313062836620,1,83,,2,,1,1
964304807250303967,33,194,100.0,2,0,1,1
964345740526750658,1,173,100.0,2,2,1,1
962893496063568692,1,176,,2,,-1,-1
962989394797554881,1,348,100.0,2,1,-1,0
967054443885764727,19,291,98.0,2,0,-1,-1
967691058393311427,1,120,100.0,2,0,1,1
969320399436596807,1,0,,2,,-1,-1
969325296823916443,141,14,100.0,2,0,1,1
970245765235634102,1,269,100.0,2,2,1,1
