id,calculated_host_listings_count,availability_365,host_response_rate_num,room_type_code,host_response_time_code,standardization_score,neighborhood_impact_score
968104967449651949,1,358,,2,,-1,-1
969445735945734875,2,268,,2,,0,0
969462218653935637,1,70,100.0,2,1,-1,-1
968533589641319719,1,122,100.0,2,0,1,1
969481303252337747,1,141,100.0,2,1,0,0
971506991577834048,2,91,100.0,2,0,-1,-1
973029569531990613,1,364,,2,,1,1
973038339501516100,1,53,,2,,0,0
972867473873058086,1,66,100.0,1,1,-1,-1
974718820807441794,1,269,,2,,0,0
973712047717344248,184,341,100.0,2,0,0,0
975204414667915093,2,43,100.0,2,0,1,1
973811861098482451,2,128,100.0,2,1,1,1
977254613561215807,6,200,100.0,2,0,-1,-1
976067522198302380,1,32,100.0,2,1,1,1
976109959362061949,2,273,,2,,1,1
976212995457978413,1,3,100.0,2,0,-1,-1
976486588257199673,1,330,100.0,2,0,1,0
977432010187220772,1,269,,2,,0,0
976646637355580536,2,318,,2,,0,0
978123227296997788,5,94,100.0,2,0,1,-1
978142544617946110,1,0,,2,,1,0
979462460024027863,1,278,100.0,2,0,0,0
979486504798721028,1,31,100.0,2,0,1,1
979486723022626000,1,321,90.0,2,1,1,1
980371109049325559,1,8,33.0,2,3,-1,1
982673396723275323,2,41,100.0,2,1,1,1
982722001619679531,1,246,100.0,2,0,1,1
982740104979080594,1,322,100.0,2,0,-1,0
983051591898630193,184,310,100.0,2,0,1,1
983054616149758724,184,319,100.0,2,0,0,0
984834200211583400,5,80,97.0,2,0,1,1
983295555883444569,1,10,100.0,2,0,1,1
985349278350260476,1,108,100.0,2,0,0,0
984740071481539588,2,269,96.0,2,0,0,0
986094158438117652,2,306,,2,,1,1
988195452944523072,1,178,100.0,2,0,0,0
986180692294457272,121,304,100.0,2,0,-1,1
989865954145629264,10,0,100.0,2,0,1,1
988132067699279111,2,0,,2,,0,0
990303075114579254,8,93,100.0,2,0,0,0
989170529500175641,370,362,100.0,2,0,1,1
990687386862288381,1,0,,2,,0,0
992726098934345992,1,24,100.0,2,0,-1,-1
991042366496847681,34,0,100.0,2,0,0,0
993209623931285505,4,103,100.0,2,1,0,0
994195935576096676,1,76,90.0,1,2,1,1
993366530097020792,1,28,100.0,1,0,-1,-1
993909239651751467,9,351,100.0,2,0,0,0
993998281810943872,1,0,,2,,-1,-1
997037201537697976,1,237,100.0,2,2,-1,-1
997499183678963825,1,0,70.0,1,0,1,1
998961872093653610,816,270,87.0,2,2,1,1
999002946566571378,1,0,50.0,2,2,0,0
999159419721647953,141,155,100.0,2,0,1,1
999266671386110799,3,269,90.0,2,2,1,1
999266679376145297,3,261,90.0,2,2,0,0
998362185133160001,204,314,100.0,2,0,0,0
998362298457246757,204,297,100.0,2,0,0,0
999791894791526080,9,339,100.0,2,0,-1,-1
1000496571972594074,1,357,,2,,1,1
1002269849703957666,6,351,100.0,2,0,-1,-1
1002821788230469550,1,89,,2,,-1,-1
1001232776784508975,9,339,100.0,2,0,1,1
1004294135938150493,7,0,,1,,1,1
1001866935188273365,1,83,0.0,1,3,-1,-1
1004778253073913352,6,0,0.0,1,3,-1,0
1003599537644152960,1,257,,2,,-1,-1
1004929857362002851,6,0,,1,,-1,1
1008708683137971277,34,232,100.0,2,0,-1,-1
1005762461101659822,2,301,100.0,2,0,-1,-1
1005873863853480513,1,247,30.0,2,3,1,1
1006006558861169063,8,353,100.0,1,0,1,1
1006051154415144822,8,272,100.0,1,0,-1,0
1006058828311188822,8,269,100.0,1,0,1,1
1006148412416043397,8,353,100.0,2,0,1,1
1009118964193816022,23,157,100.0,2,0,-1,-1
1009310059681330533,6,201,100.0,2,0,0,0
1010977546029926854,1,81,100.0,1,0,-1,-1
1012121862137395526,1,179,0.0,2,3,0,0
1013659645152994081,8,323,100.0,2,0,-1,-1
1013664935529572389,8,336,100.0,2,0,1,1
1011418115840566788,5,316,100.0,2,0,-1,-1
1012292576113001046,1,0,100.0,2,1,1,1
1012788312298545060,25,355,100.0,2,0,0,1
1012993453903860298,45,61,100.0,2,0,1,1
1013023351532968605,45,58,100.0,2,0,-1,-1
1013024145346387920,1,357,,2,,1,1
1013040299582920381,1,364,,2,,1,1
1013115825016730727,9,30,100.0,2,0,1,1
1015886774612536192,1,269,0.0,2,3,1,-1
1015800922233222203,1,0,,2,,0,0
1017416161602129006,1,0,,2,,-1,-1
1018723713328742213,1,364,,2,,0,0
1019645364025139380,1,161,100.0,2,0,-1,-1
1021704877608860038,16,140,100.0,2,0,1,1
1022407881661828925,1,269,,2,,0,0
1023791837568644069,141,214,100.0,2,0,1,1
1025408262429591231,1,0,,2,,1,1
1023207522070718483,1,263,100.0,2,0,-1,0
1025911523271170069,9,166,75.0,2,2,-1,-1
1025922829289692460,370,363,100.0,2,0,-1,-1
1025939362998759778,370,363,100.0,2,0,1,1
1025964215767534118,1,35,69.0,2,2,-1,-1
1025973487362891344,9,97,75.0,2,2,-1,-1
1024597009841108266,1,296,100.0,2,0,1,1
1026489070081004269,1,15,100.0,2,0,0,0
1028416280043983787,1,267,0.0,1,3,1,1
1030109993536044419,1,0,,2,,-1,-1
1030211817740335495,44,0,100.0,2,0,1,1
1027461491324100202,91,2,,2,,-1,-1
1028814088239041528,141,203,100.0,2,0,0,0
1030369378969675444,88,255,100.0,2,0,0,0
1030615640515693564,8,177,100.0,1,0,1,1
1030948933127251948,8,270,100.0,1,0,-1,-1
1030815771836131955,8,177,100.0,1,0,0,0
1029117835809026377,184,0,100.0,2,0,1,1
1031252878520984970,1,130,100.0,2,1,1,1
1033352030577062675,77,318,100.0,2,2,-1,-1
1031664089096073526,13,0,100.0,2,0,1,1
1034147641714789605,1,364,,2,,-1,-1
1031766085924064083,1,351,100.0,2,1,0,0
1033415189760723761,1,364,,2,,-1,-1
1034524563813498795,3,336,100.0,2,0,0,0
1034596285332768623,1,87,,2,,0,0
1034610323502867679,102,139,100.0,2,0,1,1
1034623474259913011,3,240,100.0,2,0,0,0
1034726446352230360,3,266,100.0,2,0,1,1
1032641348296998047,184,329,100.0,2,0,-1,1
1034745763294719104,121,292,100.0,2,0,1,1
1034077814080223978,184,351,100.0,2,0,1,1
1035313527546805315,6,329,94.0,2,0,-1,-1
1036372935193689020,45,226,100.0,2,0,1,1
1035435731517537689,6,124,100.0,1,0,0,0
1035435824192866875,6,134,100.0,1,0,1,1
1035435827057753930,6,133,100.0,1,0,-1,-1
1035435925777486610,6,135,100.0,1,0,-1,-1
1035435926550603691,6,138,100.0,1,0,1,1
1035436029685290731,6,120,100.0,1,0,1,0
1036769097515599836,1,304,100.0,2,0,1,1
1035494887098421006,73,14,,2,,-1,-1
1035260608676609758,113,268,75.0,2,2,-1,1
1038293185528734950,1,0,,2,,-1,-1
1036026734293910313,1,139,100.0,2,2,0,-1
1036027015239575544,68,215,99.0,2,0,-1,-1
1039067948234576204,2,302,100.0,2,0,0,-1
1038439029696376389,2,0,100.0,2,0,1,1
1039135363214852772,2,307,100.0,2,0,0,0
1039257971213108347,1,105,0.0,2,3,1,1
1039775872829879220,1,263,,2,,1,1
1041402778528095277,23,0,100.0,2,0,-1,-1
1041419403124899430,1,255,60.0,2,2,1,1
1039842969340429933,4,34,100.0,1,0,1,1
1039849322865945351,4,33,100.0,1,0,0,0
1041777551138643116,184,297,100.0,2,0,1,1
1041838202927751172,1,358,,2,,1,1
1043470265526890636,2,0,,2,,0,0
1044778922265736646,1,156,100.0,2,0,0,0
1046876062059542149,18,0,100.0,2,0,-1,-1
1045629978683232981,1,0,,2,,1,1
1045414852365658871,45,352,94.0,2,0,-1,-1
1046998637855388513,191,326,99.0,2,0,0,0
1047061871850465132,370,363,100.0,2,0,-1,-1
1046176578472570763,113,324,75.0,2,2,0,0
1048573595137799419,7,226,100.0,2,0,1,1
1048409752241799525,5,288,95.0,2,0,-1,-1
1049366126590276267,25,173,64.0,2,2,0,0
1049833261720974389,191,356,99.0,2,0,0,0
1049259275902344573,1,148,70.0,2,2,1,1
1052202590499595067,6,293,99.0,2,0,-1,-1
1049962009408778758,1,0,,2,,0,0
1051310623609923800,5,308,100.0,2,0,-1,1
1052704096731889488,2,0,60.0,2,1,1,1
1050509062942906341,69,232,95.0,2,0,-1,-1
1054173138786710095,1,8,100.0,2,1,1,1
1054350979456328754,1,168,0.0,2,3,1,1
1055730682132915508,1,269,0.0,2,3,1,-1
1055735288428953585,1,263,,2,,-1,-1
1054536939530012956,2,318,100.0,1,0,0,0
1055868582318336137,1,263,,2,,-1,-1
1055940525192192965,1,267,,2,,0,0
1055029714114946850,2,0,,2,,-1,-1
1055052159721471431,2,0,,2,,1,1
1055071714989725297,12,324,100.0,2,0,-1,-1
1055095228936782097,8,107,94.0,2,0,0,0
1055146850335904900,1,269,,2,,0,0
1056476505818415023,1,193,50.0,2,2,0,0
1060674457719973419,1,0,,2,,-1,-1
1059605941818495141,25,360,64.0,2,2,1,1
1060791226302168804,1,269,,2,,0,0
1060798762872788178,141,33,100.0,2,0,1,1
1058589914478201069,1,269,,2,,0,0
1060910354255621958,1,0,,2,,-1,-1
1060061150476077454,1,263,,2,,1,1
1060076206364819456,121,329,100.0,2,0,0,0
1060992288100601956,20,0,88.0,2,0,-1,-1
1061374652986152066,2,66,80.0,2,1,1,1
1061427710674610309,19,217,98.0,2,0,-1,-1
1062381244541642082,1,256,,2,,0,0
1062029016198078232,816,82,87.0,2,2,0,0
1063872035868113541,4,0,,2,,0,0
1064460912337052596,9,263,33.0,2,3,-1,-1
1064482627733047485,5,48,100.0,2,0,1,1
1065351887620893488,1,13,,2,,1,1
1065576834159517742,1,266,100.0,2,0,-1,-1
1066083933546044606,2,260,90.0,2,1,-1,-1
1064979033175941054,2,15,100.0,2,0,-1,-1
1067336010480938571,7,49,100.0,1,0,1,-1
1067344699829870447,7,251,100.0,1,0,-1,-1
1066689393962355267,10,16,100.0,2,0,1,0
1068858031561879193,1,104,100.0,2,1,1,1
1068886773852187071,1,12,,2,,0,0
1069404020425415356,7,196,100.0,1,0,1,1
1070239827176548235,1,269,,2,,-1,-1
1070249817446805997,5,0,100.0,2,0,1,1
1070263506549184122,1,267,,2,,-1,-1
1069575562185159114,1,223,67.0,2,2,1,0
1069645539875141665,1,0,100.0,2,0,-1,-1
1069492379796557475,1,269,,2,,-1,-1
1069678753483886804,5,0,100.0,2,0,-1,0
1070029789759866361,102,340,100.0,2,0,0,0
1070779291716206927,4,133,60.0,2,2,-1,-1
1070832457559446937,1,0,,2,,0,0
1070865909210631354,9,0,100.0,1,2,0,0
1071671215504124976,4,0,,2,,-1,-1
1070942552605442551,816,268,87.0,2,2,1,1
1071020436354803291,9,0,100.0,1,2,-1,-1
1071844015695678679,4,153,100.0,2,0,1,1
1071494132689875557,1,269,100.0,2,2,-1,-1
1072421984563119657,1,161,,2,,1,1
1073702175892868887,24,130,96.0,2,0,1,1
1073894409940916009,1,0,100.0,2,1,0,0
1073904239433165476,61,0,100.0,2,0,1,1
1074589249553850236,28,98,3.0,2,3,1,-1
1074608173086927543,1,269,,2,,1,1
1075050108575147178,141,27,100.0,2,0,1,0
1075131325801330905,170,181,95.0,2,0,1,1
1075230796237995439,121,324,100.0,2,0,0,0
1077360690249409720,1,87,,2,,1,1
1077400280648582586,1,253,100.0,2,0,1,1
1076604320416650284,184,324,100.0,2,0,1,1
1075447205609755444,1,171,94.0,2,1,1,1
1076690039564992664,1,263,100.0,2,0,0,1
1075949095616845448,15,228,100.0,2,0,0,0
1076807723521029683,1,365,0.0,2,3,1,1
1077224115182195307,8,313,100.0,2,0,-1,-1
1077224116223694415,8,333,100.0,2,0,0,-1
1077225131639147183,8,336,100.0,2,0,1,1
1077225134109396230,8,314,100.0,2,0,0,0
1079508410591111395,11,119,100.0,2,0,0,0
1079541192783426742,1,166,100.0,2,0,-1,-1
1080378252564603029,1,179,0.0,2,3,0,0
1080382468646501348,7,337,,2,,-1,-1
1080405047590938819,1,323,100.0,2,1,1,1
1079697904364918956,45,13,100.0,2,0,1,1
1079726489035058170,1,269,25.0,2,3,0,0
1080943945230018972,24,279,100.0,2,0,1,1
1081104267455941188,7,269,0.0,2,3,1,1
1081197781550957409,1,365,,2,,-1,-1
1081206585861772315,7,336,,2,,0,-1
1082449418290115648,1,73,,2,,1,1
1081771591323731195,4,0,,2,,0,0
1081813751193630793,1,253,100.0,2,0,0,0
1081840073652296121,4,0,,2,,-1,-1
1084770142975181841,1,269,,2,,0,0
1084890809874236931,1,257,100.0,2,2,-1,0
1085011309361359514,1,268,,2,,-1,-1
1084577806349336868,39,34,94.0,2,0,1,1
1085948074151332003,1,0,,2,,0,-1
1085385002598595510,1,263,,2,,1,1
1085995486018966342,204,304,100.0,2,0,1,1
1084691456608967724,25,360,100.0,2,0,0,1
1084692418761490545,22,361,100.0,2,0,-1,-1
1086825919023277220,19,237,98.0,2,0,1,1
1086149610583406203,1,74,100.0,2,2,1,1
1086180309832086366,1,81,100.0,2,0,0,0
1086262606512645300,11,285,100.0,2,0,1,1
1088159693972512718,370,363,100.0,2,0,-1,-1
1088309266624697283,1,47,100.0,2,0,-1,-1
1087511455839862434,5,353,100.0,2,0,0,0
1088382947858308213,1,269,,2,,1,0
1089077182415852769,1,269,,2,,-1,-1
1089853229772546496,370,363,100.0,2,0,0,0
1091060898252291023,2,81,90.0,2,1,1,1
1091146348800919851,141,186,100.0,2,0,-1,-1
1090393348409889807,29,17,69.0,2,1,0,0
1091385513134724327,1,269,,2,,0,-1
1091206448928687507,1,47,100.0,2,1,-1,-1
1090502646283750434,25,9,100.0,2,0,1,1
1090508659402664193,9,263,33.0,2,3,1,-1
1093249846373104640,1,242,60.0,2,2,-1,-1
1091961025280792346,1,111,100.0,1,0,-1,-1
1092614358419532028,25,354,100.0,2,0,-1,-1
1091969183543663364,3,106,100.0,1,0,-1,-1
1091969183545800925,3,109,100.0,1,0,0,0
1091969281938525850,3,79,100.0,1,0,1,1
1093404047865720044,1,260,0.0,2,3,0,1
1092688726020794437,1,239,80.0,2,2,1,1
1092692102948434736,2,97,100.0,2,0,-1,-1
1092720121063377343,44,0,100.0,2,0,-1,-1
1093498347774068091,1,107,60.0,1,1,1,1
1092098266431353013,1,263,,2,,-1,-1
1093550386830026906,1,0,100.0,2,0,1,1
1094229067514322476,1,226,100.0,2,1,1,1
1095695714184754577,2,128,94.0,2,0,0,0
1095443053757034011,1,0,,2,,1,1
1095495869394400869,1,267,90.0,2,1,0,0
1096216965644032872,2,327,94.0,2,0,1,1
1094744579254432669,36,327,100.0,2,0,1,1
1095563376866374359,1,178,100.0,2,1,1,1
1096369771659673108,184,0,100.0,2,0,1,1
1094828926308971994,1,4,100.0,1,0,1,1
1096390902789429201,3,0,90.0,2,0,-1,-1
1097679906813764120,88,286,100.0,2,0,0,0
1096859093083551158,1,130,100.0,2,0,-1,-1
1097714160320609203,1,346,50.0,2,2,-1,-1
1097780207217510222,24,347,100.0,2,0,1,1
1097011566946292194,1,241,100.0,2,1,-1,-1
1097807479304192178,1,157,100.0,2,0,1,1
1097063377390040738,1,195,100.0,2,0,0,0
1097063945595455948,1,44,100.0,2,0,0,1
1097082117619041856,25,41,100.0,2,0,-1,-1
1097100609509700248,370,363,100.0,2,0,-1,-1
1098311667023091894,1,0,,2,,1,1
1098334585944218669,1,247,50.0,2,2,1,1
1097206089981919957,1,238,,2,,1,1
1098586078865488314,1,269,,2,,0,0
1101310060020360515,44,0,100.0,2,0,1,1
1099929305327564238,1,0,100.0,2,0,0,0
1100112879555144600,1,0,,2,,0,0
1101420573080360866,3,183,83.0,2,2,0,0
1101955138896595445,141,184,100.0,2,0,0,0
1101960142595840567,141,180,100.0,2,0,-1,-1
1102900577828884667,370,363,100.0,2,0,1,1
1102142209147876474,1,256,67.0,2,2,-1,-1
1103504941778909972,1,224,100.0,2,0,-1,-1
1102833247341610220,64,0,92.0,2,0,-1,-1
1104874052958713091,1,0,,2,,-1,0
1104428448503252772,1,0,100.0,2,1,-1,-1
1103682292524786238,2,0,,2,,0,0
1103709297667185099,1,77,89.0,2,0,1,1
1104916855698242359,6,158,97.0,1,0,1,1
1105568784351773025,8,265,100.0,2,1,1,1
1105622312713677465,14,0,99.0,2,0,-1,-1
1105120692958247742,1,0,,2,,1,-1
1105671197172679606,63,0,97.0,2,1,-1,-1
1105800773574314600,370,363,100.0,2,0,0,0
1107030330779079987,26,16,100.0,2,0,0,0
1107099540749135658,141,136,100.0,2,0,-1,0
1106640152162745294,6,324,97.0,1,0,0,-1
1107010504468653469,42,3,99.0,2,0,0,-1
1109549278916637715,1,239,100.0,2,0,0,0
1110174294258973439,1,42,,2,,1,1
1109976559167994601,170,240,95.0,2,0,1,1
1109452674592963859,1,263,,2,,1,1
1110671736459410782,61,29,100.0,2,0,1,1
1110869925924846383,191,333,99.0,2,0,1,1
1110122854593504652,12,69,100.0,2,0,-1,-1
1110123618867632155,12,85,100.0,2,0,0,0
1110719130935045505,12,80,100.0,2,0,1,1
1110759327088809303,12,52,100.0,2,0,-1,-1
1110128849753490894,1,263,,2,,-1,-1
1110134071929494121,1,269,0.0,2,3,0,0
1110930977513271120,1,365,100.0,2,2,-1,-1
1110761496706634616,12,49,100.0,2,0,0,0
1110762293025389007,12,78,100.0,2,0,1,-1
1110764949711313570,12,47,100.0,2,0,0,0
1110767167391585520,12,86,100.0,2,0,1,1
1110767819396140823,12,57,100.0,2,0,-1,-1
1110769529104777694,12,61,100.0,2,0,-1,-1
1111383123691276092,7,4,100.0,2,0,0,0
1112246090911377189,6,64,99.0,2,0,0,0
1113274113701520879,1,285,100.0,2,0,1,1
1115115850519118253,44,0,100.0,2,0,0,0
1113609097090241355,1,258,100.0,2,1,1,1
1114528900637267753,5,348,96.0,2,0,1,1
1115659465905456941,3,48,60.0,2,2,0,0
1115708306630810696,2,345,100.0,2,0,0,0
1114675724177596487,45,0,94.0,2,0,1,0
1115795185302642071,16,0,100.0,2,0,1,0
1114776999725629053,1,226,100.0,2,0,0,0
1115888924908019654,1,89,100.0,2,0,-1,-1
1117841746399000152,1,269,,2,,1,1
1115947696779451228,370,363,100.0,2,0,0,0
1117903621857826944,184,329,100.0,2,0,0,0
1117983887034368037,4,259,100.0,2,0,1,0
1118025031111559711,1,11,70.0,2,2,1,0
1116398967825571976,12,129,100.0,2,0,-1,-1
1118062308734308558,7,335,100.0,2,0,-1,-1
1117304364906670720,1,364,,2,,0,-1
1117364618421346339,1,340,100.0,2,0,0,-1
1119545786432390809,1,332,100.0,2,0,-1,-1
1119550027744160141,11,3,,2,,1,1
1119586650258660931,1,0,,2,,0,0
1120295683111709478,44,0,100.0,2,0,-1,-1
1119460009921087760,141,199,95.0,2,0,-1,-1
1120692004673469197,5,239,100.0,2,0,1,1
1120198739494310162,1,27,100.0,2,2,0,0
1120769377576048338,1,109,100.0,2,2,0,0
1121664952513599811,3,300,100.0,2,0,-1,-1
1120865972355379331,12,0,100.0,2,1,1,-1
1123007301501653909,1,0,,2,,0,-1
1121585470556387414,91,58,,2,,0,0
1123095910090653219,816,257,87.0,2,2,1,1
1123950426567611637,1,364,100.0,2,2,1,0
1125172666486991670,1,167,100.0,2,0,1,1
1124351772934748550,141,25,100.0,2,0,0,0
1124619212722273190,141,1,95.0,2,0,0,0
1125449557335870221,2,0,100.0,2,0,0,0
1126725344114215703,1,0,,2,,0,0
1126770311051486184,1,0,,2,,-1,-1
1125746761097858386,1,30,94.0,2,0,0,0
1126149052379174860,1,86,100.0,2,0,1,-1
1126161089070977826,213,0,99.0,2,0,1,1
1125898761574484656,7,164,10.0,2,3,-1,-1
1127207662222801337,2,307,,2,,0,0
1126532433561641127,1,315,100.0,2,2,0,0
1127481327634328143,4,307,100.0,2,0,0,0
1127619609640069136,1,0,100.0,2,2,1,0
1128244108620344695,1,269,,2,,0,0
1127475237475836434,4,325,100.0,2,0,0,0
1128151682985949663,68,242,99.0,2,0,0,0
1130189141400626890,12,314,100.0,2,0,1,1
1128924217510442058,1,223,100.0,2,0,0,0
1129704558501435861,4,317,100.0,2,0,-1,-1
1129790890741867942,1,194,0.0,2,3,-1,-1
1130927493300849764,4,21,99.0,2,0,1,1
1130956413774201019,27,60,91.0,2,0,0,0
1131620483526696008,1,173,100.0,2,0,1,1
1131088362441548140,5,119,100.0,2,0,1,1
1132610827097050924,41,0,100.0,2,0,0,0
1131814488318247491,1,1,89.0,2,0,0,0
1133344561518961817,1,0,,2,,1,1
1132034926248196706,2,0,100.0,1,0,1,1
1133795842696211873,1,245,100.0,2,0,-1,-1
1133319928266260006,1,365,100.0,2,0,1,1
1135349646534620169,76,322,100.0,2,0,1,1
1135471302001139354,1,344,75.0,2,2,1,1
1136159439636276423,1,269,,2,,-1,-1
1135665374992997108,3,0,100.0,2,1,-1,-1
1135992186741225238,1,179,0.0,2,3,-1,1
1135308044894784306,2,269,40.0,2,3,-1,-1
1137387630058581204,1,33,100.0,2,1,0,0
1138252780131522941,816,107,87.0,2,2,-1,-1
1138284793158976564,1,198,,2,,0,1
1138287790681859779,1,310,100.0,2,1,1,1
1136856561776309880,135,286,100.0,2,0,0,0
1138326319926564145,6,131,100.0,2,0,-1,-1
1138334313029069473,816,112,87.0,2,2,1,1
1136907998957621307,1,138,100.0,1,1,1,1
1138345540791163140,816,269,87.0,2,2,1,1
1137594812690933079,141,1,95.0,2,0,1,1
1138374981085434376,1,268,,2,,1,1
1136938378239763666,1,269,,2,,1,0
1138522924854429602,1,83,,2,,-1,-1
1137031331396615270,1,239,100.0,2,0,-1,-1
1137033341510335316,1,167,,2,,1,1
1139607664259627238,1,0,,2,,1,1
1140320147044216762,4,158,,2,,1,1
1140436335604239660,1,110,100.0,2,0,1,-1
1139017851781132069,1,36,,2,,1,1
1140491550462551448,76,339,100.0,2,0,1,1
1140505693331561483,4,302,100.0,2,0,1,1
1140513558276061380,1,0,100.0,2,2,1,1
1140524194670060433,816,200,87.0,2,2,0,0
1140538068865684026,23,0,100.0,2,0,0,0
1140541798935714538,1,0,,2,,0,0
1140691789039361635,1,63,100.0,2,2,1,1
1139957954077782663,3,365,82.0,2,0,-1,-1
1142636713837730392,2,132,,1,,1,1
1142636821752279534,2,122,,1,,1,1
1143375177749897595,8,354,98.0,1,0,1,1
1142488947994222180,90,270,74.0,2,2,0,1
1144968261141449825,1,169,100.0,2,0,-1,-1
1144609491529881952,2,243,100.0,2,1,1,1
1143563587505399674,1,16,100.0,2,0,1,1
1145415440485925249,1,71,100.0,2,0,0,0
1143975139269152736,1,229,100.0,2,1,0,0
1146160009003402268,1,265,0.0,2,3,-1,-1
1146997677041302388,1,1,,2,,-1,-1
1146313933295610241,816,152,87.0,2,2,1,0
1147874742040249505,1,269,,2,,0,0
1148530354727857964,1,0,100.0,2,0,0,0
1148435015373152526,1,230,100.0,2,1,1,1
1148440771106012592,20,202,100.0,2,0,-1,-1
1149971287291701224,1,75,50.0,2,3,1,1
1149265102654545319,2,269,,2,,0,0
1150631933694395198,3,22,100.0,1,0,0,1
1150672475815286460,1,358,,2,,0,0
1151206283158892677,20,221,100.0,2,0,1,1
1151237913467794090,20,128,100.0,2,0,1,1
1151284043443696823,121,313,100.0,2,0,-1,-1
1151435414598907417,1,0,,2,,-1,0
1152009218142023703,144,0,99.0,2,0,1,1
1152076580762607477,6,148,100.0,2,0,0,0
1153523293626808881,113,168,75.0,2,2,1,1
1152959197091737215,1,142,91.0,2,1,1,1
1156060632291267308,1,0,100.0,2,0,1,1
1156084767038972060,1,269,0.0,2,3,0,0
1155578138945172659,25,0,100.0,2,0,1,1
1155103050707464827,1,0,100.0,2,0,1,1
1156424874708107231,1,8,100.0,2,2,-1,-1
1155859466746324272,3,331,90.0,2,1,1,1
1157018807151931980,19,208,98.0,2,0,1,1
1157079249896093924,2,274,100.0,2,0,1,-1
1157144450072092466,141,0,95.0,2,0,-1,-1
1158577217331591846,135,309,100.0,2,0,-1,0
1160712421735239517,6,307,94.0,2,0,1,1
1160725601494020996,45,274,94.0,2,0,-1,0
1162235539024725621,191,350,99.0,2,0,0,0
1162267019898567746,1,87,100.0,1,1,0,0
1161632743316828645,1,179,,2,,0,0
1160945559615574630,1,3,100.0,2,0,0,0
1162068076843085865,9,269,100.0,2,1,1,1
1162089838895537802,9,70,100.0,2,1,0,0
1162136640160279859,5,251,100.0,2,0,-1,-1
1161374197546519520,44,0,100.0,2,0,1,1
1162891698990380245,191,355,99.0,2,0,1,1
1163017694662677286,191,333,99.0,2,0,0,1
1162973976254608771,9,263,100.0,2,1,1,1
1165279196577867397,1,269,,1,,0,0
1164388235602237991,2,128,100.0,2,0,1,1
1163620116058183888,1,3,100.0,2,1,-1,-1
1165665896150567421,6,193,75.0,2,1,0,0
1165713538326293615,5,160,79.0,2,0,1,1
1165741237983746321,191,351,99.0,2,0,-1,-1
1163697493672230003,5,249,86.0,2,0,1,1
1163702350453626107,7,243,100.0,2,0,1,-1
1165759660129286294,191,348,99.0,2,0,0,0
1165786603867152545,1,227,50.0,2,2,0,0
1164634866477506439,1,0,100.0,2,0,1,1
1165798874958077815,1,255,,2,,-1,-1
1165852862200967528,1,190,,2,,-1,-1
1165133228486098545,1,348,0.0,2,3,0,0
1167189817631445248,2,90,100.0,1,0,-1,-1
1167189886654798811,2,110,100.0,1,0,1,1
1168080796125850038,5,250,100.0,2,0,0,1
1168096204783811235,4,0,100.0,2,0,0,0
1168180182008035137,3,339,100.0,2,0,1,1
1166721890017421516,1,89,0.0,1,3,1,1
1166755481842382247,41,106,99.0,2,0,1,1
1168802372258693103,63,36,97.0,2,1,0,0
1168826371621566069,370,363,100.0,2,0,-1,-1
1167921812333877628,1,150,100.0,2,0,0,0
1167937584187114237,1,270,100.0,2,0,1,1
1169420349262441420,12,289,17.0,2,3,1,1
1167982156923650275,88,0,100.0,2,0,-1,0
1168783608070761764,370,363,100.0,2,0,1,1
1168792117763450769,370,363,100.0,2,0,1,1
1170020942737924390,3,242,100.0,2,0,1,0
1171662684889768879,4,241,100.0,2,0,1,1
1170816620340588157,191,325,99.0,2,0,1,1
1170839340982865987,191,352,99.0,2,0,1,1
1170885284845639320,191,348,99.0,2,0,1,1
1172361096423383992,7,221,100.0,2,0,1,1
1171002149392485455,1,27,100.0,2,0,1,1
1172976315899114854,25,42,100.0,2,0,0,0
1175912126377404497,18,199,,2,,0,-1
1176000804891474467,144,307,99.0,2,0,0,0
1176001157521751317,1,280,90.0,2,0,-1,-1
1173750371859555725,370,363,100.0,2,0,1,1
1173819187863289515,184,264,100.0,2,0,-1,-1
1173841032536111457,1,229,100.0,2,0,0,0
1175280243257887609,1,295,100.0,1,0,1,1
1175359567710202754,2,0,100.0,2,0,1,1
1176710120436779453,5,37,100.0,1,0,0,0
1176710198469122266,5,43,100.0,1,0,-1,-1
1176710198815510955,5,41,100.0,1,0,0,0
1176710283344531498,5,40,100.0,1,0,1,1
1176710293080135738,5,43,100.0,1,0,0,1
1176793362441027430,370,363,100.0,2,0,-1,-1
1176846794345599200,2,123,,2,,0,0
1178770279568780129,1,365,,2,,1,1
1178048987511767346,3,63,100.0,2,0,-1,-1
1178811454063509683,1,73,100.0,2,1,0,0
1178856318055372831,2,322,100.0,2,1,-1,-1
1178172005410576701,1,263,0.0,2,3,1,1
1177419535513004048,1,241,100.0,2,0,0,0
1179043042825052834,1,206,100.0,2,0,0,0
1179493614221560537,1,0,,2,,1,0
1180281480067630298,1,0,,2,,1,1
1180390934350314592,1,353,80.0,2,2,-1,-1
1180460528606676667,45,364,94.0,2,0,0,0
1181125458760261256,1,299,100.0,2,0,0,0
1180534124156495651,7,0,98.0,2,0,1,1
1180904859707181171,1,275,,2,,1,1
1181982146617902957,11,250,87.0,1,0,-1,-1
1182007207513517695,11,239,87.0,1,0,-1,-1
1181671862645090551,15,231,100.0,2,0,0,0
